Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Date,Hour
39,Airport,0,No Cars Available,2:48 AM,0,11-07-2016,2
40,Airport,0,No Cars Available,2:42 AM,0,11-07-2016,2
41,City,109,Trip Completed,2:47 AM,3:23 AM,11-07-2016,2
42,Airport,0,No Cars Available,2:55 AM,0,11-07-2016,2
43,City,0,No Cars Available,3:06 AM,0,11-07-2016,3
44,Airport,0,No Cars Available,3:07 AM,0,11-07-2016,3
45,Airport,12,Trip Completed,3:17 AM,4:09 AM,11-07-2016,3
46,Airport,0,No Cars Available,3:16 AM,0,11-07-2016,3
47,City,124,Trip Completed,3:22 AM,4:35 AM,11-07-2016,3
48,City,150,Trip Completed,3:14 AM,4:19 AM,11-07-2016,3
49,Airport,0,No Cars Available,3:29 AM,0,11-07-2016,3
50,City,100,Trip Completed,3:22 AM,3:57 AM,11-07-2016,3
51,City,86,Trip Completed,3:34 AM,4:33 AM,11-07-2016,3
52,City,0,No Cars Available,3:30 AM,0,11-07-2016,3
53,Airport,95,Trip Completed,3:30 AM,4:22 AM,11-07-2016,3
54,City,0,No Cars Available,3:34 AM,0,11-07-2016,3
55,Airport,0,No Cars Available,3:41 AM,0,11-07-2016,3
56,City,0,No Cars Available,3:58 AM,0,11-07-2016,3
57,City,0,No Cars Available,3:52 AM,0,11-07-2016,3
58,Airport,0,No Cars Available,4:03 AM,0,11-07-2016,4
59,City,0,No Cars Available,3:58 AM,0,11-07-2016,3
60,City,141,Trip Completed,3:57 AM,4:46 AM,11-07-2016,3
61,Airport,0,No Cars Available,4:05 AM,0,11-07-2016,4
62,Airport,0,No Cars Available,4:10 AM,0,11-07-2016,4
63,Airport,0,No Cars Available,4:17 AM,0,11-07-2016,4
64,City,52,Trip Completed,4:16 AM,5:28 AM,11-07-2016,4
65,Airport,0,No Cars Available,4:23 AM,0,11-07-2016,4
66,City,255,Trip Completed,4:21 AM,4:54 AM,11-07-2016,4
67,Airport,0,No Cars Available,4:24 AM,0,11-07-2016,4
68,Airport,0,No Cars Available,4:27 AM,0,11-07-2016,4
69,Airport,0,No Cars Available,4:27 AM,0,11-07-2016,4
70,City,80,Trip Completed,4:34 AM,5:30 AM,11-07-2016,4
71,City,0,No Cars Available,4:37 AM,0,11-07-2016,4
72,City,0,No Cars Available,4:36 AM,0,11-07-2016,4
73,Airport,0,No Cars Available,4:36 AM,0,11-07-2016,4
74,Airport,239,Trip Completed,4:38 AM,5:44 AM,11-07-2016,4
75,Airport,0,No Cars Available,4:40 AM,0,11-07-2016,4
76,City,158,Cancelled,4:45 AM,0,11-07-2016,4
77,City,171,Cancelled,4:46 AM,0,11-07-2016,4
78,City,0,No Cars Available,4:45 AM,0,11-07-2016,4
79,City,0,No Cars Available,4:43 AM,0,11-07-2016,4
80,City,3,Cancelled,4:47 AM,0,11-07-2016,4
81,Airport,73,Trip Completed,4:47 AM,6:00 AM,11-07-2016,4
82,Airport,290,Trip Completed,4:47 AM,5:23 AM,11-07-2016,4
83,City,0,No Cars Available,4:44 AM,0,11-07-2016,4
84,City,28,Trip Completed,4:50 AM,5:26 AM,11-07-2016,4
85,City,144,Cancelled,4:47 AM,0,11-07-2016,4
86,City,174,Cancelled,4:51 AM,0,11-07-2016,4
87,City,213,Trip Completed,4:46 AM,5:26 AM,11-07-2016,4
88,Airport,76,Trip Completed,4:54 AM,6:07 AM,11-07-2016,4
89,City,280,Trip Completed,4:52 AM,5:51 AM,11-07-2016,4
90,Airport,126,Trip Completed,4:53 AM,5:34 AM,11-07-2016,4
91,Airport,234,Trip Completed,4:49 AM,5:39 AM,11-07-2016,4
92,City,16,Cancelled,4:53 AM,0,11-07-2016,4
93,City,69,Trip Completed,4:53 AM,5:30 AM,11-07-2016,4
94,City,265,Trip Completed,4:59 AM,5:58 AM,11-07-2016,4
95,Airport,270,Trip Completed,4:54 AM,6:03 AM,11-07-2016,4
96,City,21,Cancelled,4:58 AM,0,11-07-2016,4
97,City,138,Trip Completed,5:01 AM,5:39 AM,11-07-2016,5
98,City,205,Cancelled,4:58 AM,0,11-07-2016,4
99,City,70,Cancelled,5:00 AM,0,11-07-2016,5
100,City,256,Trip Completed,5:00 AM,5:47 AM,11-07-2016,5
101,Airport,99,Trip Completed,5:08 AM,6:09 AM,11-07-2016,5
102,Airport,100,Trip Completed,5:01 AM,5:38 AM,11-07-2016,5
103,City,0,No Cars Available,5:02 AM,0,11-07-2016,5
104,City,0,No Cars Available,5:00 AM,0,11-07-2016,5
105,City,182,Cancelled,4:58 AM,0,11-07-2016,4
106,City,194,Trip Completed,5:06 AM,5:38 AM,11-07-2016,5
107,City,215,Cancelled,5:02 AM,0,11-07-2016,5
108,City,248,Cancelled,5:09 AM,0,11-07-2016,5
109,City,284,Cancelled,5:01 AM,0,11-07-2016,5
110,City,22,Trip Completed,5:05 AM,6:06 AM,11-07-2016,5
111,City,62,Cancelled,5:06 AM,0,11-07-2016,5
112,Airport,116,Trip Completed,5:01 AM,6:04 AM,11-07-2016,5
113,City,185,Cancelled,5:09 AM,0,11-07-2016,5
114,City,217,Trip Completed,5:10 AM,5:40 AM,11-07-2016,5
115,City,244,Cancelled,5:14 AM,0,11-07-2016,5
116,Airport,286,Trip Completed,5:07 AM,5:53 AM,11-07-2016,5
117,City,0,No Cars Available,5:13 AM,0,11-07-2016,5
118,Airport,44,Trip Completed,5:11 AM,5:52 AM,11-07-2016,5
119,City,204,Cancelled,5:10 AM,0,11-07-2016,5
120,City,268,Cancelled,5:04 AM,0,11-07-2016,5
121,Airport,63,Trip Completed,5:13 AM,6:08 AM,11-07-2016,5
122,City,124,Cancelled,5:14 AM,0,11-07-2016,5
123,City,130,Trip Completed,5:12 AM,6:14 AM,11-07-2016,5
124,City,0,No Cars Available,5:12 AM,0,11-07-2016,5
125,City,38,Trip Completed,5:12 AM,6:17 AM,11-07-2016,5
126,City,40,Cancelled,5:05 AM,0,11-07-2016,5
127,City,173,Cancelled,5:10 AM,0,11-07-2016,5
128,City,43,Trip Completed,5:12 AM,5:48 AM,11-07-2016,5
129,City,189,Cancelled,5:10 AM,0,11-07-2016,5
130,City,206,Cancelled,5:12 AM,0,11-07-2016,5
131,City,0,No Cars Available,5:10 AM,0,11-07-2016,5
132,City,21,Cancelled,5:15 AM,0,11-07-2016,5
133,City,247,Cancelled,5:14 AM,0,11-07-2016,5
134,Airport,121,Trip Completed,5:13 AM,6:14 AM,11-07-2016,5
135,City,0,No Cars Available,5:20 AM,0,11-07-2016,5
136,City,0,No Cars Available,5:19 AM,0,11-07-2016,5
137,City,0,No Cars Available,5:17 AM,0,11-07-2016,5
138,City,0,No Cars Available,5:20 AM,0,11-07-2016,5
139,Airport,14,Trip Completed,5:21 AM,6:09 AM,11-07-2016,5
140,City,279,Cancelled,5:17 AM,0,11-07-2016,5
141,City,49,Cancelled,5:20 AM,0,11-07-2016,5
142,City,134,Trip Completed,5:25 AM,6:19 AM,11-07-2016,5
143,Airport,157,Trip Completed,5:24 AM,6:01 AM,11-07-2016,5
144,City,291,Cancelled,5:24 AM,0,11-07-2016,5
145,City,33,Trip Completed,5:32 AM,6:37 AM,11-07-2016,5
146,Airport,191,Trip Completed,5:29 AM,6:08 AM,11-07-2016,5
147,City,267,Cancelled,5:26 AM,0,11-07-2016,5
148,Airport,105,Trip Completed,5:36 AM,6:46 AM,11-07-2016,5
149,City,111,Cancelled,5:29 AM,0,11-07-2016,5
150,City,9,Cancelled,5:24 AM,0,11-07-2016,5
151,City,290,Cancelled,5:27 AM,0,11-07-2016,5
152,City,294,Trip Completed,5:29 AM,6:16 AM,11-07-2016,5
153,City,0,No Cars Available,5:33 AM,0,11-07-2016,5
154,City,0,No Cars Available,5:31 AM,0,11-07-2016,5
155,City,13,Trip Completed,5:32 AM,6:28 AM,11-07-2016,5
156,Airport,96,Trip Completed,5:35 AM,6:40 AM,11-07-2016,5
157,City,226,Cancelled,5:38 AM,0,11-07-2016,5
158,City,289,Trip Completed,5:35 AM,6:41 AM,11-07-2016,5
159,City,0,No Cars Available,5:43 AM,0,11-07-2016,5
160,Airport,72,Trip Completed,5:38 AM,6:34 AM,11-07-2016,5
161,Airport,107,Trip Completed,5:36 AM,6:10 AM,11-07-2016,5
162,City,70,Cancelled,5:34 AM,0,11-07-2016,5
163,City,161,Trip Completed,5:35 AM,6:49 AM,11-07-2016,5
164,City,137,Cancelled,5:40 AM,0,11-07-2016,5
165,Airport,199,Trip Completed,5:39 AM,6:11 AM,11-07-2016,5
166,City,269,Cancelled,5:41 AM,0,11-07-2016,5
167,City,0,No Cars Available,5:40 AM,0,11-07-2016,5
168,City,62,Cancelled,5:37 AM,0,11-07-2016,5
169,City,184,Trip Completed,5:45 AM,6:48 AM,11-07-2016,5
170,City,113,Trip Completed,5:45 AM,6:39 AM,11-07-2016,5
171,City,0,No Cars Available,5:39 AM,0,11-07-2016,5
172,Airport,59,Trip Completed,5:41 AM,6:19 AM,11-07-2016,5
173,City,188,Trip Completed,5:45 AM,6:30 AM,11-07-2016,5
174,Airport,119,Cancelled,5:44 AM,0,11-07-2016,5
175,City,160,Cancelled,5:45 AM,0,11-07-2016,5
176,City,67,Cancelled,5:42 AM,0,11-07-2016,5
177,City,169,Cancelled,5:48 AM,0,11-07-2016,5
178,City,0,No Cars Available,5:47 AM,0,11-07-2016,5
179,City,0,No Cars Available,5:49 AM,0,11-07-2016,5
180,Airport,112,Trip Completed,5:48 AM,6:28 AM,11-07-2016,5
181,City,159,Cancelled,5:46 AM,0,11-07-2016,5
182,Airport,225,Trip Completed,5:46 AM,6:58 AM,11-07-2016,5
183,City,252,Trip Completed,5:49 AM,6:29 AM,11-07-2016,5
184,City,292,Cancelled,5:49 AM,0,11-07-2016,5
185,City,236,Cancelled,5:43 AM,0,11-07-2016,5
186,City,288,Cancelled,5:48 AM,0,11-07-2016,5
187,City,62,Cancelled,5:57 AM,0,11-07-2016,5
188,City,114,Cancelled,5:54 AM,0,11-07-2016,5
189,City,0,No Cars Available,5:58 AM,0,11-07-2016,5
190,City,0,No Cars Available,5:53 AM,0,11-07-2016,5
191,Airport,37,Trip Completed,5:55 AM,6:45 AM,11-07-2016,5
192,City,202,Cancelled,5:56 AM,0,11-07-2016,5
193,City,213,Cancelled,5:58 AM,0,11-07-2016,5
194,City,0,No Cars Available,6:05 AM,0,11-07-2016,6
195,City,297,Trip Completed,6:05 AM,6:52 AM,11-07-2016,6
196,Airport,24,Cancelled,6:07 AM,0,11-07-2016,6
197,City,202,Trip Completed,6:00 AM,6:49 AM,11-07-2016,6
198,Airport,249,Trip Completed,6:03 AM,6:44 AM,11-07-2016,6
199,City,0,No Cars Available,6:07 AM,0,11-07-2016,6
200,City,36,Cancelled,6:10 AM,0,11-07-2016,6
201,City,76,Trip Completed,6:09 AM,7:20 AM,11-07-2016,6
202,City,94,Cancelled,6:09 AM,0,11-07-2016,6
203,City,0,No Cars Available,6:07 AM,0,11-07-2016,6
204,City,27,Trip Completed,6:04 AM,6:44 AM,11-07-2016,6
205,Airport,230,Trip Completed,6:10 AM,7:10 AM,11-07-2016,6
206,City,232,Trip Completed,6:07 AM,6:37 AM,11-07-2016,6
207,City,0,No Cars Available,6:06 AM,0,11-07-2016,6
208,Airport,0,No Cars Available,6:05 AM,0,11-07-2016,6
209,City,50,Cancelled,6:11 AM,0,11-07-2016,6
210,City,79,Cancelled,6:12 AM,0,11-07-2016,6
211,City,100,Trip Completed,6:08 AM,6:47 AM,11-07-2016,6
212,City,106,Cancelled,6:09 AM,0,11-07-2016,6
213,City,116,Trip Completed,6:15 AM,6:57 AM,11-07-2016,6
214,City,215,Trip Completed,6:13 AM,6:53 AM,11-07-2016,6
215,City,14,Trip Completed,6:15 AM,7:07 AM,11-07-2016,6
216,City,54,Cancelled,6:13 AM,0,11-07-2016,6
217,City,183,Cancelled,6:12 AM,0,11-07-2016,6
218,City,30,Cancelled,6:14 AM,0,11-07-2016,6
219,City,283,Cancelled,6:15 AM,0,11-07-2016,6
220,Airport,203,Trip Completed,6:11 AM,6:55 AM,11-07-2016,6
221,City,0,No Cars Available,6:16 AM,0,11-07-2016,6
222,Airport,247,Trip Completed,6:20 AM,7:10 AM,11-07-2016,6
223,Airport,160,Trip Completed,6:13 AM,7:05 AM,11-07-2016,6
224,City,191,Cancelled,6:17 AM,0,11-07-2016,6
225,City,245,Trip Completed,6:16 AM,7:28 AM,11-07-2016,6
226,City,0,No Cars Available,6:21 AM,0,11-07-2016,6
227,Airport,151,Cancelled,6:20 AM,0,11-07-2016,6
228,City,0,No Cars Available,6:24 AM,0,11-07-2016,6
229,City,131,Cancelled,6:23 AM,0,11-07-2016,6
230,City,0,No Cars Available,6:27 AM,0,11-07-2016,6
231,City,0,No Cars Available,6:26 AM,0,11-07-2016,6
232,City,22,Cancelled,6:26 AM,0,11-07-2016,6
233,City,9,Cancelled,6:27 AM,0,11-07-2016,6
234,City,54,Trip Completed,6:27 AM,7:23 AM,11-07-2016,6
235,City,61,Cancelled,6:22 AM,0,11-07-2016,6
236,City,24,Cancelled,6:32 AM,0,11-07-2016,6
237,City,56,Cancelled,6:29 AM,0,11-07-2016,6
238,City,42,Trip Completed,6:27 AM,7:15 AM,11-07-2016,6
239,City,98,Cancelled,6:25 AM,0,11-07-2016,6
240,City,168,Cancelled,6:29 AM,0,11-07-2016,6
241,City,108,Trip Completed,6:31 AM,7:17 AM,11-07-2016,6
242,Airport,139,Trip Completed,6:31 AM,7:21 AM,11-07-2016,6
243,City,144,Trip Completed,6:34 AM,7:09 AM,11-07-2016,6
244,City,211,Cancelled,6:31 AM,0,11-07-2016,6
245,City,69,Cancelled,6:33 AM,0,11-07-2016,6
246,Airport,87,Trip Completed,6:35 AM,7:10 AM,11-07-2016,6
247,City,7,Cancelled,6:33 AM,0,11-07-2016,6
248,City,166,Trip Completed,6:38 AM,7:45 AM,11-07-2016,6
249,City,39,Trip Completed,6:31 AM,7:14 AM,11-07-2016,6
250,Airport,66,Trip Completed,6:29 AM,7:34 AM,11-07-2016,6
251,Airport,268,Trip Completed,6:36 AM,7:08 AM,11-07-2016,6
252,City,107,Cancelled,6:36 AM,0,11-07-2016,6
253,City,130,Cancelled,6:43 AM,0,11-07-2016,6
254,City,0,No Cars Available,6:40 AM,0,11-07-2016,6
255,City,0,No Cars Available,6:44 AM,0,11-07-2016,6
256,Airport,80,Trip Completed,6:44 AM,7:38 AM,11-07-2016,6
257,Airport,89,Trip Completed,6:38 AM,7:50 AM,11-07-2016,6
258,Airport,273,Trip Completed,6:36 AM,7:19 AM,11-07-2016,6
259,City,0,No Cars Available,6:46 AM,0,11-07-2016,6
260,City,118,Trip Completed,6:45 AM,7:54 AM,11-07-2016,6
261,City,165,Cancelled,6:42 AM,0,11-07-2016,6
262,City,220,Cancelled,6:41 AM,0,11-07-2016,6
263,City,0,No Cars Available,6:44 AM,0,11-07-2016,6
264,City,12,Trip Completed,6:51 AM,7:40 AM,11-07-2016,6
265,City,193,Cancelled,6:47 AM,0,11-07-2016,6
266,City,0,No Cars Available,6:47 AM,0,11-07-2016,6
267,City,2,Trip Completed,6:46 AM,7:25 AM,11-07-2016,6
268,City,206,Cancelled,6:52 AM,0,11-07-2016,6
269,City,81,Trip Completed,6:44 AM,7:43 AM,11-07-2016,6
270,City,124,Trip Completed,6:54 AM,7:50 AM,11-07-2016,6
271,Airport,243,Trip Completed,6:53 AM,7:31 AM,11-07-2016,6
272,City,0,No Cars Available,6:50 AM,0,11-07-2016,6
273,Airport,261,Trip Completed,6:51 AM,7:55 AM,11-07-2016,6
274,City,0,No Cars Available,6:50 AM,0,11-07-2016,6
275,City,22,Cancelled,7:00 AM,0,11-07-2016,7
276,City,27,Cancelled,6:52 AM,0,11-07-2016,6
277,City,198,Cancelled,6:59 AM,0,11-07-2016,6
278,City,50,Cancelled,6:55 AM,0,11-07-2016,6
279,Airport,109,Trip Completed,6:58 AM,7:47 AM,11-07-2016,6
280,Airport,219,Trip Completed,7:05 AM,7:41 AM,11-07-2016,7
281,City,131,Trip Completed,7:01 AM,8:10 AM,11-07-2016,7
282,City,141,Trip Completed,6:56 AM,8:11 AM,11-07-2016,6
283,Airport,196,Trip Completed,7:01 AM,7:32 AM,11-07-2016,7
284,City,298,Cancelled,7:05 AM,0,11-07-2016,7
285,City,74,Trip Completed,7:02 AM,7:40 AM,11-07-2016,7
286,City,82,Trip Completed,6:58 AM,7:54 AM,11-07-2016,6
287,City,0,No Cars Available,7:05 AM,0,11-07-2016,7
288,City,0,No Cars Available,7:05 AM,0,11-07-2016,7
289,City,44,Cancelled,7:09 AM,0,11-07-2016,7
290,City,195,Cancelled,7:13 AM,0,11-07-2016,7
291,City,224,Cancelled,7:06 AM,0,11-07-2016,7
292,City,231,Trip Completed,7:14 AM,7:51 AM,11-07-2016,7
293,City,176,Cancelled,7:07 AM,0,11-07-2016,7
294,City,278,Cancelled,7:12 AM,0,11-07-2016,7
295,Airport,297,Cancelled,7:10 AM,0,11-07-2016,7
296,Airport,144,Trip Completed,7:12 AM,7:54 AM,11-07-2016,7
297,Airport,206,Trip Completed,7:13 AM,7:43 AM,11-07-2016,7
298,City,238,Cancelled,7:15 AM,0,11-07-2016,7
299,City,284,Cancelled,7:13 AM,0,11-07-2016,7
300,City,0,No Cars Available,7:13 AM,0,11-07-2016,7
301,City,233,Trip Completed,7:17 AM,8:18 AM,11-07-2016,7
302,City,209,Cancelled,7:17 AM,0,11-07-2016,7
303,Airport,276,Trip Completed,7:19 AM,8:01 AM,11-07-2016,7
304,City,221,Trip Completed,7:21 AM,7:50 AM,11-07-2016,7
305,City,272,Cancelled,7:17 AM,0,11-07-2016,7
306,City,15,Cancelled,7:20 AM,0,11-07-2016,7
307,City,70,Cancelled,7:20 AM,0,11-07-2016,7
308,City,105,Cancelled,7:22 AM,0,11-07-2016,7
309,City,240,Cancelled,7:18 AM,0,11-07-2016,7
310,Airport,13,Trip Completed,7:24 AM,8:28 AM,11-07-2016,7
311,Airport,149,Trip Completed,7:27 AM,8:08 AM,11-07-2016,7
312,City,5,Trip Completed,7:27 AM,8:31 AM,11-07-2016,7
313,City,53,Trip Completed,7:26 AM,8:35 AM,11-07-2016,7
314,Airport,275,Trip Completed,7:28 AM,8:15 AM,11-07-2016,7
315,City,278,Cancelled,7:34 AM,0,11-07-2016,7
316,City,290,Cancelled,7:26 AM,0,11-07-2016,7
317,City,145,Cancelled,7:29 AM,0,11-07-2016,7
318,City,146,Trip Completed,7:28 AM,8:43 AM,11-07-2016,7
319,City,161,Cancelled,7:33 AM,0,11-07-2016,7
320,City,187,Trip Completed,7:32 AM,8:44 AM,11-07-2016,7
321,City,119,Cancelled,7:30 AM,0,11-07-2016,7
322,City,26,Trip Completed,7:31 AM,8:10 AM,11-07-2016,7
323,City,57,Cancelled,7:36 AM,0,11-07-2016,7
324,City,85,Cancelled,7:40 AM,0,11-07-2016,7
325,City,182,Trip Completed,7:34 AM,8:44 AM,11-07-2016,7
326,City,110,Cancelled,7:33 AM,0,11-07-2016,7
327,City,240,Cancelled,7:33 AM,0,11-07-2016,7
328,City,59,Cancelled,7:33 AM,0,11-07-2016,7
329,Airport,254,Trip Completed,7:42 AM,8:49 AM,11-07-2016,7
330,Airport,223,Trip Completed,7:39 AM,8:52 AM,11-07-2016,7
331,City,0,No Cars Available,7:47 AM,0,11-07-2016,7
332,City,259,Cancelled,7:40 AM,0,11-07-2016,7
333,City,37,Trip Completed,7:43 AM,8:53 AM,11-07-2016,7
334,City,103,Cancelled,7:40 AM,0,11-07-2016,7
335,City,197,Trip Completed,7:39 AM,8:23 AM,11-07-2016,7
336,Airport,81,Trip Completed,7:50 AM,8:44 AM,11-07-2016,7
337,City,0,No Cars Available,7:50 AM,0,11-07-2016,7
338,City,248,Trip Completed,7:50 AM,8:55 AM,11-07-2016,7
339,Airport,44,Trip Completed,7:49 AM,8:45 AM,11-07-2016,7
340,City,289,Cancelled,7:51 AM,0,11-07-2016,7
341,City,94,Cancelled,7:46 AM,0,11-07-2016,7
342,City,0,No Cars Available,7:51 AM,0,11-07-2016,7
343,City,129,Trip Completed,7:57 AM,8:55 AM,11-07-2016,7
344,City,0,No Cars Available,7:52 AM,0,11-07-2016,7
345,City,164,Cancelled,7:52 AM,0,11-07-2016,7
346,City,273,Cancelled,7:54 AM,0,11-07-2016,7
347,City,284,Cancelled,7:51 AM,0,11-07-2016,7
348,City,0,No Cars Available,7:54 AM,0,11-07-2016,7
349,City,0,No Cars Available,7:51 AM,0,11-07-2016,7
350,City,96,Trip Completed,7:53 AM,8:40 AM,11-07-2016,7
351,City,99,Trip Completed,7:53 AM,8:55 AM,11-07-2016,7
352,City,20,Cancelled,7:54 AM,0,11-07-2016,7
353,City,72,Cancelled,7:55 AM,0,11-07-2016,7
354,City,116,Cancelled,7:59 AM,0,11-07-2016,7
355,City,176,Cancelled,7:54 AM,0,11-07-2016,7
356,City,0,No Cars Available,8:03 AM,0,11-07-2016,8
357,Airport,24,Trip Completed,8:00 AM,9:08 AM,11-07-2016,8
358,City,153,Cancelled,8:00 AM,0,11-07-2016,8
359,City,0,No Cars Available,7:58 AM,0,11-07-2016,7
360,Airport,35,Trip Completed,8:02 AM,9:05 AM,11-07-2016,8
361,City,262,Trip Completed,8:05 AM,8:48 AM,11-07-2016,8
362,City,22,Trip Completed,8:01 AM,9:18 AM,11-07-2016,8
363,City,249,Cancelled,8:02 AM,0,11-07-2016,8
364,City,0,No Cars Available,8:05 AM,0,11-07-2016,8
365,City,0,No Cars Available,8:07 AM,0,11-07-2016,8
366,City,158,Cancelled,8:04 AM,0,11-07-2016,8
367,City,0,No Cars Available,8:03 AM,0,11-07-2016,8
368,City,111,Cancelled,8:06 AM,0,11-07-2016,8
369,City,0,No Cars Available,8:04 AM,0,11-07-2016,8
370,City,73,Trip Completed,8:06 AM,8:32 AM,11-07-2016,8
371,City,158,Cancelled,8:07 AM,0,11-07-2016,8
372,City,0,No Cars Available,8:07 AM,0,11-07-2016,8
373,Airport,102,Trip Completed,8:09 AM,9:16 AM,11-07-2016,8
374,Airport,264,Trip Completed,8:10 AM,9:03 AM,11-07-2016,8
375,Airport,279,Trip Completed,8:07 AM,9:26 AM,11-07-2016,8
376,City,77,Trip Completed,8:11 AM,8:49 AM,11-07-2016,8
377,City,47,Cancelled,8:11 AM,0,11-07-2016,8
378,City,186,Cancelled,8:08 AM,0,11-07-2016,8
379,City,130,Cancelled,8:18 AM,0,11-07-2016,8
380,Airport,8,Trip Completed,8:18 AM,9:18 AM,11-07-2016,8
381,City,108,Cancelled,8:16 AM,0,11-07-2016,8
382,City,253,Trip Completed,8:17 AM,9:11 AM,11-07-2016,8
383,City,200,Cancelled,8:21 AM,0,11-07-2016,8
384,Airport,231,Trip Completed,8:18 AM,8:54 AM,11-07-2016,8
385,City,0,No Cars Available,8:21 AM,0,11-07-2016,8
386,City,68,Cancelled,8:29 AM,0,11-07-2016,8
387,Airport,228,Trip Completed,8:19 AM,9:07 AM,11-07-2016,8
388,City,0,No Cars Available,8:21 AM,0,11-07-2016,8
389,City,266,Trip Completed,8:20 AM,9:17 AM,11-07-2016,8
390,City,0,No Cars Available,8:17 AM,0,11-07-2016,8
391,City,107,Cancelled,8:24 AM,0,11-07-2016,8
392,Airport,193,Trip Completed,8:23 AM,9:10 AM,11-07-2016,8
393,City,212,Cancelled,8:27 AM,0,11-07-2016,8
394,Airport,260,Trip Completed,8:22 AM,8:59 AM,11-07-2016,8
395,City,276,Cancelled,8:32 AM,0,11-07-2016,8
396,City,0,No Cars Available,8:29 AM,0,11-07-2016,8
397,City,72,Cancelled,8:23 AM,0,11-07-2016,8
398,City,159,Trip Completed,8:26 AM,9:32 AM,11-07-2016,8
399,City,232,Cancelled,8:25 AM,0,11-07-2016,8
400,City,32,Cancelled,8:29 AM,0,11-07-2016,8
401,City,43,Cancelled,8:27 AM,0,11-07-2016,8
402,Airport,69,Trip Completed,8:31 AM,9:02 AM,11-07-2016,8
403,City,79,Cancelled,8:35 AM,0,11-07-2016,8
404,City,120,Cancelled,8:39 AM,0,11-07-2016,8
405,City,132,Trip Completed,8:29 AM,9:35 AM,11-07-2016,8
406,Airport,201,Trip Completed,8:36 AM,9:34 AM,11-07-2016,8
407,City,294,Cancelled,8:33 AM,0,11-07-2016,8
408,City,0,No Cars Available,8:37 AM,0,11-07-2016,8
409,City,216,Cancelled,8:34 AM,0,11-07-2016,8
410,City,274,Trip Completed,8:34 AM,9:25 AM,11-07-2016,8
411,City,53,Cancelled,8:37 AM,0,11-07-2016,8
412,City,107,Cancelled,8:37 AM,0,11-07-2016,8
413,City,0,No Cars Available,8:37 AM,0,11-07-2016,8
414,City,242,Cancelled,8:41 AM,0,11-07-2016,8
415,Airport,251,Cancelled,8:37 AM,0,11-07-2016,8
416,City,0,No Cars Available,8:39 AM,0,11-07-2016,8
417,City,271,Cancelled,8:42 AM,0,11-07-2016,8
418,City,62,Trip Completed,8:42 AM,9:24 AM,11-07-2016,8
419,City,212,Cancelled,8:42 AM,0,11-07-2016,8
420,City,284,Trip Completed,8:37 AM,9:27 AM,11-07-2016,8
